Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
input/resources/SearchParameter-measurereport-category.json	1488	14	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	51	234	0	0	0	0	0	0
input/resources/StructureDefinition-ra-ccRemark.xml	11038	33	0	32	0	0	0	0	0	194	0	0	0	910	0	0	0	2	0	0	0	616	10733	0	0	0	30	0	0
input/resources/StructureDefinition-ra-ccType.xml	2318	15	0	31	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	149	3278	0	0	0	0	0	0
input/resources/StructureDefinition-ra-clinicalDataCollectionDeadline.xml	2468	21	0	48	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	286	3051	0	0	0	0	0	0
input/resources/StructureDefinition-ra-confidenceScale.xml	2210	13	0	40	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	266	3283	0	0	0	16	0	16
input/resources/StructureDefinition-ra-contextId.xml	1957	17	0	40	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	249	2582	0	0	0	0	0	0
input/resources/StructureDefinition-ra-datax-measurereport.xml	9865	19	0	71	0	0	0	0	0	52	0	0	0	0	0	0	0	1	0	0	0	714	13236	0	0	0	39	0	0
input/resources/StructureDefinition-ra-dxCode.xml	2450	19	0	47	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	146	2821	0	0	0	9	0	2
input/resources/StructureDefinition-ra-evidenceStatus.xml	2607	11	0	23	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	155	2797	0	0	0	0	0	0
input/resources/StructureDefinition-ra-evidenceStatusDate.xml	1958	11	0	48	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	167	2466	0	0	0	0	0	0
input/resources/StructureDefinition-ra-groupReference.xml	2131	16	0	17	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	194	2758	0	0	0	16	0	0
input/resources/StructureDefinition-ra-hierarchicalStatus.xml	2658	16	0	48	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	192	2911	0	0	0	5	0	0
input/resources/StructureDefinition-ra-measurereport-bundle.xml	4035	15	0	49	17	0	0	0	0	45	0	0	0	0	0	0	0	1	0	0	0	677	27944	0	0	0	29	0	2
input/resources/StructureDefinition-ra-measurereport-remark-bundle.xml	3297	16	0	34	2	0	0	0	0	38	0	0	0	0	0	0	0	1	0	0	0	638	18750	0	0	0	32	0	2
input/resources/StructureDefinition-ra-measurereport-with-remark.xml	2336	16	0	51	0	0	0	2	0	32	0	0	0	0	0	0	0	1	0	0	0	530	14507	0	0	0	30	0	2
input/resources/StructureDefinition-ra-measurereport.xml	14192	22	0	7	0	0	0	0	0	54	0	0	0	0	0	0	0	1	0	0	0	796	14672	0	0	0	80	0	0
input/resources/StructureDefinition-ra-model-measure.xml	3100	10	0	16	0	0	0	0	0	32	0	0	0	0	0	0	0	1	0	0	0	590	13451	0	0	0	44	0	2
input/resources/StructureDefinition-ra-parameters-cc-remark-patch.json	8326	19	0	48	24	0	0	0	0	37	0	0	0	0	0	0	0	1	0	0	0	621	25339	0	0	0	74	0	1
input/resources/StructureDefinition-ra-patient-group.xml	2347	12	0	16	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	326	7386	0	0	0	13	0	0
input/resources/StructureDefinition-ra-payerCodingGapReportId.xml	1981	16	0	16	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	151	2714	0	0	0	5	0	0
input/resources/StructureDefinition-ra-qualifyingDxCode.xml	3595	0	0	15	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	244	4048	0	0	0	0	0	0
input/resources/StructureDefinition-ra-reportingVendor.xml	2295	32	0	14	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	146	2630	0	0	0	6	0	0
input/resources/ValueSet-confidence-scale.json	1451	2	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	118	340	0	0	0	2	0	0
input/resources/capabilitystatement-ra-data-submission-client.json	4460	0	0	0	2	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	177	216	0	0	0	3	0	0
input/resources/capabilitystatement-ra-data-submission-server.json	6242	14	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	196	248	0	0	0	3	0	0
input/resources/capabilitystatement-ra-reporting-client.json	15899	0	0	0	0	0	0	0	2	24	0	0	0	0	0	0	0	0	0	0	0	233	260	0	0	0	0	0	0
input/resources/capabilitystatement-ra-reporting-server.json	21982	16	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	270	269	0	0	0	0	0	3
\input\includes\example-list-generator.md	895	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
\input\includes\examplebutton.html	493	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
\input\includes\examplebutton_default.html	497	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
\input\includes\get-risk-adjustment-assisted-csv-example.md	18698	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
\input\includes\get-risk-adjustment-coding-gap-report-usage-example.md	2264	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
\input\includes\get-risk-adjustment-coding-gaps-report-usage-bulk-example.md	1203	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
\input\includes\img-portrait.html	381	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
\input\includes\link-list.md	11427	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0
\input\includes\patch-risk-adjustment-coding-gap-report-with-remark-example.md	4697	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
\input\includes\post-risk-adjustment-coding-gap-report-usage-example.md	1324	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
\input\includes\post-risk-adjustment-coding-gap-report-with-remark-bundle-example.md	1588	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
\input\includes\put-risk-adjustment-coding-gap-report-with-remark-example.md	35200	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
\fsh-generated\includes\fsh-link-references.md	7610	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
\fsh-generated\includes\menu.xml	5135	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
\input\pagecontent\background.md	16977	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
\input\pagecontent\capabilities.md	2008	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
\input\pagecontent\cc-remark.md	7470	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
\input\pagecontent\change-log.md	10509	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
\input\pagecontent\credits.md	2790	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
\input\pagecontent\dcc.md	8465	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
\input\pagecontent\downloads.md	1749	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
\input\pagecontent\examples.md	5796	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
\input\pagecontent\extensions.md	1148	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
\input\pagecontent\fhir.md	1693	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
\input\pagecontent\general-guidance.md	7794	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
