Fragment,Count,Time (ms),Size (bytes)
Cross.list-simple-byid-paymentreconciliations,3,11,0
Cross.list-simple-byid-paymentreconciliations-json,3,37,0
Cross.list-simple-byid-paymentreconciliations-xml,3,75,0
Cross.list-simple-byid-people,3,8,0
Cross.list-simple-byid-people-json,3,40,0
Cross.list-simple-byid-people-xml,3,70,0
Cross.list-simple-byid-plandefinitions,3,6,0
Cross.list-simple-byid-plandefinitions-json,3,30,0
Cross.list-simple-byid-plandefinitions-xml,3,63,0
Cross.list-simple-byid-practitionerroles,3,10,0
Cross.list-simple-byid-practitionerroles-json,3,35,0
Cross.list-simple-byid-practitionerroles-xml,3,60,0
Cross.list-simple-byid-practitioners,3,9,0
Cross.list-simple-byid-practitioners-json,3,29,0
Cross.list-simple-byid-practitioners-xml,3,50,0
Cross.list-simple-byid-procedures,3,6,0
Cross.list-simple-byid-procedures-json,3,28,0
Cross.list-simple-byid-procedures-xml,3,45,0
Cross.list-simple-byid-provenances,3,8,0
Cross.list-simple-byid-provenances-json,3,29,0
Cross.list-simple-byid-provenances-xml,3,56,0
Cross.list-simple-byid-questionnaireresponses,3,8,0
Cross.list-simple-byid-questionnaireresponses-json,3,33,0
Cross.list-simple-byid-questionnaireresponses-xml,3,51,0
Cross.list-simple-byid-questionnaires,3,8,276
Cross.list-simple-byid-questionnaires-json,3,33,291
Cross.list-simple-byid-questionnaires-xml,3,51,288
Cross.list-simple-byid-relatedpeople,3,7,0
Cross.list-simple-byid-relatedpeople-json,3,27,0
Cross.list-simple-byid-relatedpeople-xml,3,52,0
Cross.list-simple-byid-requestgroups,3,8,0
Cross.list-simple-byid-requestgroups-json,3,33,0
Cross.list-simple-byid-requestgroups-xml,3,58,0
Cross.list-simple-byid-requirements,3,5,0
Cross.list-simple-byid-requirements-json,3,20,0
Cross.list-simple-byid-requirements-xml,3,36,0
Cross.list-simple-byid-researchdefinitions,3,14,0
Cross.list-simple-byid-researchdefinitions-json,3,44,0
Cross.list-simple-byid-researchdefinitions-xml,3,74,0
Cross.list-simple-byid-researchelementdefinitions,3,7,0
Cross.list-simple-byid-researchelementdefinitions-json,3,37,0
Cross.list-simple-byid-researchelementdefinitions-xml,3,67,0
Cross.list-simple-byid-researchstudies,3,7,0
Cross.list-simple-byid-researchstudies-json,3,20,0
Cross.list-simple-byid-researchstudies-xml,3,41,0
Cross.list-simple-byid-researchsubjects,3,11,0
Cross.list-simple-byid-researchsubjects-json,3,39,0
Cross.list-simple-byid-researchsubjects-xml,3,68,0
Cross.list-simple-byid-riskassessments,3,10,0
Cross.list-simple-byid-riskassessments-json,3,38,0
Cross.list-simple-byid-riskassessments-xml,3,62,0
Cross.list-simple-byid-riskevidencesyntheses,3,9,0
Cross.list-simple-byid-riskevidencesyntheses-json,3,43,0
Cross.list-simple-byid-riskevidencesyntheses-xml,3,73,0
Cross.list-simple-byid-schedules,3,11,0
Cross.list-simple-byid-schedules-json,3,35,0
Cross.list-simple-byid-schedules-xml,3,52,0
Cross.list-simple-byid-searchparameters,3,6,0
Cross.list-simple-byid-searchparameters-json,3,25,0
Cross.list-simple-byid-searchparameters-xml,3,46,0
Cross.list-simple-byid-servicerequests,3,9,0
Cross.list-simple-byid-servicerequests-json,3,35,0
Cross.list-simple-byid-servicerequests-xml,3,63,0
Cross.list-simple-byid-slots,3,11,0
Cross.list-simple-byid-slots-json,3,35,0
Cross.list-simple-byid-slots-xml,3,59,0
Cross.list-simple-byid-specimen,3,8,0
Cross.list-simple-byid-specimen-json,3,39,0
Cross.list-simple-byid-specimen-xml,3,66,0
Cross.list-simple-byid-specimendefinitions,3,10,0
Cross.list-simple-byid-specimendefinitions-json,3,40,0
Cross.list-simple-byid-specimendefinitions-xml,3,70,0
Cross.list-simple-byid-structuredefinitions,3,7,1290
Cross.list-simple-byid-structuredefinitions-json,3,23,1365
Cross.list-simple-byid-structuredefinitions-xml,3,38,1350
Cross.list-simple-byid-structuremaps,3,11,0
Cross.list-simple-byid-structuremaps-json,3,38,0
Cross.list-simple-byid-structuremaps-xml,3,66,0
Cross.list-simple-byid-subscriptions,3,8,0
Cross.list-simple-byid-subscriptions-json,3,39,0
Cross.list-simple-byid-subscriptions-xml,3,70,0
Cross.list-simple-byid-subscriptiontopics,3,10,0
Cross.list-simple-byid-subscriptiontopics-json,3,42,0
Cross.list-simple-byid-subscriptiontopics-xml,3,77,0
Cross.list-simple-byid-substancenucleicacids,3,9,0
Cross.list-simple-byid-substancenucleicacids-json,3,33,0
Cross.list-simple-byid-substancenucleicacids-xml,3,60,0
Cross.list-simple-byid-substancepolymers,3,11,0
Cross.list-simple-byid-substancepolymers-json,3,39,0
Cross.list-simple-byid-substancepolymers-xml,3,71,0
Cross.list-simple-byid-substanceproteins,3,9,0
Cross.list-simple-byid-substanceproteins-json,3,31,0
Cross.list-simple-byid-substanceproteins-xml,3,55,0
Cross.list-simple-byid-substancereferenceinformations,3,10,0
Cross.list-simple-byid-substancereferenceinformations-json,3,36,0
Cross.list-simple-byid-substancereferenceinformations-xml,3,60,0
Cross.list-simple-byid-substances,3,8,0
Cross.list-simple-byid-substances-json,3,34,0
Cross.list-simple-byid-substances-xml,3,61,0
Cross.list-simple-byid-substancesourcematerials,3,12,0
Cross.list-simple-byid-substancesourcematerials-json,3,41,0
Cross.list-simple-byid-substancesourcematerials-xml,3,67,0
Cross.list-simple-byid-substancespecifications,3,6,0
Cross.list-simple-byid-substancespecifications-json,3,24,0
Cross.list-simple-byid-substancespecifications-xml,3,41,0
Cross.list-simple-byid-supplydeliveries,3,12,0
Cross.list-simple-byid-supplydeliveries-json,3,47,0
Cross.list-simple-byid-supplydeliveries-xml,3,79,0
Cross.list-simple-byid-supplyrequests,3,6,0
Cross.list-simple-byid-supplyrequests-json,3,27,0
Cross.list-simple-byid-supplyrequests-xml,3,52,0
Cross.list-simple-byid-tasks,3,7,0
Cross.list-simple-byid-tasks-json,3,29,0
Cross.list-simple-byid-tasks-xml,3,48,0
Cross.list-simple-byid-terminologycapabilities,3,9,0
Cross.list-simple-byid-terminologycapabilities-json,3,34,0
Cross.list-simple-byid-terminologycapabilities-xml,3,55,0
Cross.list-simple-byid-testplans,3,7,0
Cross.list-simple-byid-testplans-json,3,32,0
Cross.list-simple-byid-testplans-xml,3,52,0
Cross.list-simple-byid-testreports,3,10,0
Cross.list-simple-byid-testreports-json,3,37,0
Cross.list-simple-byid-testreports-xml,3,65,0
Cross.list-simple-byid-testscripts,3,10,0
Cross.list-simple-byid-testscripts-json,3,38,0
Cross.list-simple-byid-testscripts-xml,3,65,0
Cross.list-simple-byid-valuesets,3,10,474
Cross.list-simple-byid-valuesets-json,3,26,504
Cross.list-simple-byid-valuesets-xml,3,39,498
Cross.list-simple-byid-verificationresults,3,9,0
Cross.list-simple-byid-verificationresults-json,3,38,0
Cross.list-simple-byid-verificationresults-xml,3,70,0
Cross.list-simple-byid-visionprescriptions,3,5,0
Cross.list-simple-byid-visionprescriptions-json,3,33,0
Cross.list-simple-byid-visionprescriptions-xml,3,56,0
Cross.list-simple-capabilitystatements,3,9,0
Cross.list-simple-capabilitystatements-json,3,42,0
Cross.list-simple-capabilitystatements-xml,3,74,0
Cross.list-simple-careplans,3,7,0
Cross.list-simple-careplans-json,3,27,0
Cross.list-simple-careplans-xml,3,46,0
Cross.list-simple-careteams,3,11,0
Cross.list-simple-careteams-json,3,38,0
Cross.list-simple-careteams-xml,3,65,0
Cross.list-simple-catalogentries,3,9,0
Cross.list-simple-catalogentries-json,3,32,0
Cross.list-simple-catalogentries-xml,3,56,0
Cross.list-simple-chargeitemdefinitions,3,7,0
Cross.list-simple-chargeitemdefinitions-json,3,20,0
Cross.list-simple-chargeitemdefinitions-xml,3,37,0
Cross.list-simple-chargeitems,3,11,0
Cross.list-simple-chargeitems-json,3,35,0
Cross.list-simple-chargeitems-xml,3,57,0
Cross.list-simple-claimresponses,3,9,0
Cross.list-simple-claimresponses-json,3,34,0
Cross.list-simple-claimresponses-xml,3,57,0
Cross.list-simple-claims,3,8,0
Cross.list-simple-claims-json,3,37,0
Cross.list-simple-claims-xml,3,70,0
Cross.list-simple-clinicalimpressions,3,9,0
Cross.list-simple-clinicalimpressions-json,3,37,0
Cross.list-simple-clinicalimpressions-xml,3,63,0
Cross.list-simple-codesystems,3,8,195
Cross.list-simple-codesystems-json,3,25,210
Cross.list-simple-codesystems-xml,3,40,207
Cross.list-simple-communicationrequests,3,12,0
Cross.list-simple-communicationrequests-json,3,34,0
Cross.list-simple-communicationrequests-xml,3,59,0
Cross.list-simple-communications,3,9,0
Cross.list-simple-communications-json,3,32,0
Cross.list-simple-communications-xml,3,56,0
Cross.list-simple-compartmentdefinitions,3,11,0
Cross.list-simple-compartmentdefinitions-json,3,38,0
Cross.list-simple-compartmentdefinitions-xml,3,63,0
Cross.list-simple-compositions,3,11,0
Cross.list-simple-compositions-json,3,47,0
Cross.list-simple-compositions-xml,3,73,0
Cross.list-simple-conceptmaps,3,5,0
Cross.list-simple-conceptmaps-json,3,20,0
Cross.list-simple-conceptmaps-xml,3,36,0
Cross.list-simple-conditions,3,12,0
Cross.list-simple-conditions-json,3,40,0
Cross.list-simple-conditions-xml,3,72,0
Cross.list-simple-consents,3,15,0
Cross.list-simple-consents-json,3,53,0
Cross.list-simple-consents-xml,3,95,0
Cross.list-simple-contracts,3,9,0
Cross.list-simple-contracts-json,3,30,0
Cross.list-simple-contracts-xml,3,56,0
Cross.list-simple-coverageeligibilityrequests,3,7,0
Cross.list-simple-coverageeligibilityrequests-json,3,31,0
Cross.list-simple-coverageeligibilityrequests-xml,3,53,0
Cross.list-simple-coverageeligibilityresponses,3,12,0
Cross.list-simple-coverageeligibilityresponses-json,3,34,0
Cross.list-simple-coverageeligibilityresponses-xml,3,57,0
Cross.list-simple-coverages,3,6,0
Cross.list-simple-coverages-json,3,27,0
Cross.list-simple-coverages-xml,3,46,0
Cross.list-simple-detectedissues,3,11,0
Cross.list-simple-detectedissues-json,3,42,0
Cross.list-simple-detectedissues-xml,3,75,0
Cross.list-simple-devicedefinitions,3,8,0
Cross.list-simple-devicedefinitions-json,3,24,0
Cross.list-simple-devicedefinitions-xml,3,41,0
Cross.list-simple-devicemetrics,3,5,0
Cross.list-simple-devicemetrics-json,3,24,0
Cross.list-simple-devicemetrics-xml,3,43,0
Cross.list-simple-devicerequests,3,11,0
Cross.list-simple-devicerequests-json,3,42,0
Cross.list-simple-devicerequests-xml,3,68,0
Cross.list-simple-devices,3,7,0
Cross.list-simple-devices-json,3,26,0
Cross.list-simple-devices-xml,3,45,0
Cross.list-simple-deviceusestatements,3,9,0
Cross.list-simple-deviceusestatements-json,3,31,0
Cross.list-simple-deviceusestatements-xml,3,53,0
Cross.list-simple-diagnosticreports,3,10,0
Cross.list-simple-diagnosticreports-json,3,36,0
Cross.list-simple-diagnosticreports-xml,3,63,0
Cross.list-simple-documentmanifests,3,12,0
Cross.list-simple-documentmanifests-json,3,47,0
Cross.list-simple-documentmanifests-xml,3,82,0
Cross.list-simple-documentreferences,3,13,0
Cross.list-simple-documentreferences-json,3,42,0
Cross.list-simple-documentreferences-xml,3,73,0
Cross.list-simple-domainresources,3,10,0
Cross.list-simple-domainresources-json,3,42,0
Cross.list-simple-domainresources-xml,3,75,0
Cross.list-simple-effectevidencesyntheses,3,7,0
Cross.list-simple-effectevidencesyntheses-json,3,22,0
Cross.list-simple-effectevidencesyntheses-xml,3,46,0
Cross.list-simple-encounters,3,13,0
Cross.list-simple-encounters-json,3,42,0
Cross.list-simple-encounters-xml,3,82,0
Cross.list-simple-endpoints,3,18,0
Cross.list-simple-endpoints-json,3,54,0
Cross.list-simple-endpoints-xml,3,89,0
Cross.list-simple-enrollmentrequests,3,10,0
Cross.list-simple-enrollmentrequests-json,3,44,0
Cross.list-simple-enrollmentrequests-xml,3,82,0
Cross.list-simple-enrollmentresponses,3,8,0
Cross.list-simple-enrollmentresponses-json,3,31,0
Cross.list-simple-enrollmentresponses-xml,3,58,0
Cross.list-simple-episodeofcares,3,7,0
Cross.list-simple-episodeofcares-json,3,30,0
Cross.list-simple-episodeofcares-xml,3,59,0
Cross.list-simple-eventdefinitions,3,12,0
Cross.list-simple-eventdefinitions-json,3,41,0
Cross.list-simple-eventdefinitions-xml,3,74,0
Cross.list-simple-evidences,3,9,0
Cross.list-simple-evidences-json,3,34,0
Cross.list-simple-evidences-xml,3,58,0
Cross.list-simple-evidencevariables,3,5,0
Cross.list-simple-evidencevariables-json,3,23,0
Cross.list-simple-evidencevariables-xml,3,39,0
Cross.list-simple-examplescenarios,3,6,0
Cross.list-simple-examplescenarios-json,3,29,0
Cross.list-simple-examplescenarios-xml,3,50,0
Cross.list-simple-explanationofbenefits,3,6,0
Cross.list-simple-explanationofbenefits-json,3,25,0
Cross.list-simple-explanationofbenefits-xml,3,44,0
Cross.list-simple-extensions,3,8,261
Cross.list-simple-extensions-mm,3,29,543
Cross.list-simple-familymemberhistories,3,9,0
Cross.list-simple-familymemberhistories-json,3,40,0
Cross.list-simple-familymemberhistories-xml,3,70,0
Cross.list-simple-flags,3,6,0
Cross.list-simple-flags-json,3,29,0
Cross.list-simple-flags-xml,3,49,0
Cross.list-simple-goals,3,12,0
Cross.list-simple-goals-json,3,47,0
Cross.list-simple-goals-xml,3,83,0
Cross.list-simple-graphdefinitions,3,14,0
Cross.list-simple-graphdefinitions-json,3,45,0
Cross.list-simple-graphdefinitions-xml,3,81,0
Cross.list-simple-groups,3,13,0
Cross.list-simple-groups-json,3,48,0
Cross.list-simple-groups-xml,3,77,0
Cross.list-simple-guidanceresponses,3,13,0
Cross.list-simple-guidanceresponses-json,3,46,0
Cross.list-simple-guidanceresponses-xml,3,77,0
Cross.list-simple-healthcareservices,3,10,0
Cross.list-simple-healthcareservices-json,3,34,0
Cross.list-simple-healthcareservices-xml,3,61,0
Cross.list-simple-imagingstudies,3,11,0
Cross.list-simple-imagingstudies-json,3,36,0
Cross.list-simple-imagingstudies-xml,3,65,0
Cross.list-simple-immunizationevaluations,3,8,0
Cross.list-simple-immunizationevaluations-json,3,34,0
Cross.list-simple-immunizationevaluations-xml,3,59,0
Cross.list-simple-immunizationrecommendations,3,8,0
Cross.list-simple-immunizationrecommendations-json,3,33,0
Cross.list-simple-immunizationrecommendations-xml,3,50,0
Cross.list-simple-immunizations,3,6,0
Cross.list-simple-immunizations-json,3,23,0
Cross.list-simple-immunizations-xml,3,41,0
Cross.list-simple-implementationguides,3,16,222
Cross.list-simple-implementationguides-json,3,48,237
Cross.list-simple-implementationguides-xml,3,77,234
Cross.list-simple-insuranceplans,3,10,0
Cross.list-simple-insuranceplans-json,3,35,0
Cross.list-simple-insuranceplans-xml,3,63,0
Cross.list-simple-invoices,3,7,0
Cross.list-simple-invoices-json,3,30,0
Cross.list-simple-invoices-xml,3,54,0
Cross.list-simple-libraries,3,11,618
Cross.list-simple-libraries-json,3,38,663
Cross.list-simple-libraries-xml,3,74,654
Cross.list-simple-linkages,3,9,0
Cross.list-simple-linkages-json,3,32,0
Cross.list-simple-linkages-xml,3,61,0
Cross.list-simple-lists,3,9,0
Cross.list-simple-lists-json,3,33,0
Cross.list-simple-lists-xml,3,52,0
Cross.list-simple-locations,3,11,0
Cross.list-simple-locations-json,3,38,0
Cross.list-simple-locations-xml,3,63,0
Cross.list-simple-logicals,3,8,231
Cross.list-simple-logicals-mm,3,29,513
Cross.list-simple-measurereports,3,8,0
Cross.list-simple-measurereports-json,3,31,0
Cross.list-simple-measurereports-xml,3,58,0
Cross.list-simple-measures,3,12,0
Cross.list-simple-measures-json,3,43,0
Cross.list-simple-measures-xml,3,69,0
Cross.list-simple-media,3,7,0
Cross.list-simple-media-json,3,30,0
Cross.list-simple-media-xml,3,48,0
Cross.list-simple-medicationadministrations,3,9,0
Cross.list-simple-medicationadministrations-json,3,45,0
Cross.list-simple-medicationadministrations-xml,3,77,0
Cross.list-simple-medicationdispenses,3,9,0
Cross.list-simple-medicationdispenses-json,3,31,0
Cross.list-simple-medicationdispenses-xml,3,53,0
Cross.list-simple-medicationknowledges,3,9,0
Cross.list-simple-medicationknowledges-json,3,35,0
Cross.list-simple-medicationknowledges-xml,3,63,0
Cross.list-simple-medicationrequests,3,6,0
Cross.list-simple-medicationrequests-json,3,22,0
Cross.list-simple-medicationrequests-xml,3,44,0
Cross.list-simple-medications,3,11,0
Cross.list-simple-medications-json,3,41,0
Cross.list-simple-medications-xml,3,69,0
Cross.list-simple-medicationstatements,3,10,0
Cross.list-simple-medicationstatements-json,3,30,0
Cross.list-simple-medicationstatements-xml,3,54,0
Cross.list-simple-medicinalproductauthorizations,3,10,0
Cross.list-simple-medicinalproductauthorizations-json,3,40,0
Cross.list-simple-medicinalproductauthorizations-xml,3,68,0
Cross.list-simple-medicinalproductcontraindications,3,6,0
Cross.list-simple-medicinalproductcontraindications-json,3,22,0
Cross.list-simple-medicinalproductcontraindications-xml,3,39,0
Cross.list-simple-medicinalproductindications,3,12,0
Cross.list-simple-medicinalproductindications-json,3,39,0
Cross.list-simple-medicinalproductindications-xml,3,68,0
Cross.list-simple-medicinalproductingredients,3,10,0
Cross.list-simple-medicinalproductingredients-json,3,36,0
Cross.list-simple-medicinalproductingredients-xml,3,63,0
Cross.list-simple-medicinalproductinteractions,3,10,0
Cross.list-simple-medicinalproductinteractions-json,3,42,0
Cross.list-simple-medicinalproductinteractions-xml,3,107,0
Cross.list-simple-medicinalproductmanufactureds,3,11,0
Cross.list-simple-medicinalproductmanufactureds-json,3,40,0
Cross.list-simple-medicinalproductmanufactureds-xml,3,67,0
Cross.list-simple-medicinalproductpackageds,3,13,0
Cross.list-simple-medicinalproductpackageds-json,3,52,0
Cross.list-simple-medicinalproductpackageds-xml,3,89,0
Cross.list-simple-medicinalproductpharmaceuticals,3,8,0
Cross.list-simple-medicinalproductpharmaceuticals-json,3,28,0
Cross.list-simple-medicinalproductpharmaceuticals-xml,3,47,0
Cross.list-simple-medicinalproducts,3,6,0
Cross.list-simple-medicinalproducts-json,3,23,0
Cross.list-simple-medicinalproducts-xml,3,38,0
Cross.list-simple-medicinalproductundesirableeffects,3,7,0
Cross.list-simple-medicinalproductundesirableeffects-json,3,36,0
Cross.list-simple-medicinalproductundesirableeffects-xml,3,61,0
Cross.list-simple-messagedefinitions,3,15,0
Cross.list-simple-messagedefinitions-json,3,52,0
Cross.list-simple-messagedefinitions-xml,3,89,0
Cross.list-simple-messageheaders,3,9,0
Cross.list-simple-messageheaders-json,3,37,0
Cross.list-simple-messageheaders-xml,3,64,0
Cross.list-simple-molecularsequences,3,6,0
Cross.list-simple-molecularsequences-json,3,21,0
Cross.list-simple-molecularsequences-xml,3,36,0
Cross.list-simple-name-accounts,3,14,0
Cross.list-simple-name-accounts-json,3,48,0
Cross.list-simple-name-accounts-xml,3,77,0
Cross.list-simple-name-activitydefinitions,3,7,0
Cross.list-simple-name-activitydefinitions-json,3,30,0
Cross.list-simple-name-activitydefinitions-xml,3,56,0
Cross.list-simple-name-actordefinitions,3,12,207
Cross.list-simple-name-actordefinitions-json,3,90,222
Cross.list-simple-name-actordefinitions-xml,3,120,219
Cross.list-simple-name-adverseevents,3,12,0
Cross.list-simple-name-adverseevents-json,3,43,0
Cross.list-simple-name-adverseevents-xml,3,78,0
Cross.list-simple-name-allergyintolerances,3,7,0
Cross.list-simple-name-allergyintolerances-json,3,22,0
